match id,team1,team2,winner,by,win amount,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,umpire1,umpire2,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,team1_id,team1_roster_ids,team2_id,team2_roster_ids,series_type,winner_id,player_of_the_match_id
9327492,Ka,Ta,Ta,wickets,4.0,Ka,bat,We Pk Bi,Benoni,2022-09-17,day match,Ta tr of Sh Aa,2022,2190,Jn Mu,M Mr,155,3,122,159.0,6.0,119.0,195,3313659.0:7753696.0:1872198.0:2436125.0:2158939.0:2159618.0:3081147.0:1670297.0:2051230.0:8246573.0:4462555.0,1490,2073182.0:9005198.0:5065024.0:9346861.0:7092420.0:2073175.0:9346854.0:6016030.0:3295277.0:9005205.0:8246398.0,international,1490,9346854.0
9085054,Kt,St,Kt,runs,32.0,St,field,Te Cr As Cy Gd Tn,Taunton,2022-06-10,day/night match,Vy Bt,2022,1042,Hn An,RJ Wn,202,7,124,170.0,9.0,121.0,8056,8822715.0:87191.0:7687315.0:7787772.0:2083409.0:1707621.0:3373138.0:3620756.0:6399210.0:4473993.0:7732934.0,9701,7694581.0:6139370.0:2231928.0:3239102.0:6320362.0:2535420.0:5288226.0:334963.0:3252395.0:2850868.0:55299.0,other_domestic,8056,
9702706,Be Ht,Sy Tr,Be Ht,runs,20.0,Sy Tr,field,Ma Ol Ca,Canberra,2023-12-12,night match,Bg Bh Le,2023/24,5312,BJ Od,GA Ad,151,7,122,131.0,10.0,116.0,33921,8561342.0:1626526.0:7870043.0:5056134.0:2083409.0:6364588.0:7353828.0:2633196.0:7866039.0:4132295.0:5419546.0,33963,3507090.0:1749075.0:7572123.0:7534652.0:2335381.0:5788320.0:5509524.0:5497274.0:6308098.0:8907338.0:8193310.0,other_domestic,33921,4132295.0
9085467,Ex,Le,Le,wickets,7.0,Ex,bat,Od Td Mr,Manchester,2022-07-08,day/night match,Vy Bt,2022,538,ID Bl,NJ Lg,161,5,123,162.0,3.0,97.0,7258,3200973.0:5436878.0:5406064.0:4489974.0:6364588.0:1499868.0:5788320.0:3030733.0:6258734.0:7688848.0:5404440.0,8182,4685568.0:3085473.0:82228.0:1837205.0:6249256.0:4425224.0:2450895.0:4460070.0:4012203.0:8055417.0:3312364.0,other_domestic,8182,82228.0
9377325,Nw Zd,Pn,Nw Zd,runs,4.0,Nw Zd,bat,Gi Sm Le,Lahore,2023-04-17,night match,Nw Zd tr of Pn,2023,3828,An Ra,Fl Ai,163,5,123,159.0,10.0,126.0,48,2721627.0:2659243.0:3834256.0:2672214.0:3069954.0:2486896.0:6718382.0:3156033.0:3546297.0:3913475.0:7878765.0,62,2263736.0:2437021.0:3585350.0:8127230.0:6460614.0:1594319.0:7507303.0:3364234.0:4767832.0:8106629.0:8131255.0,international,48,2721627.0
9085411,Bm Bs,Le,Le,wickets,2.0,Bm Bs,bat,Od Td Mr,Manchester,2022-07-03,day/night match,Vy Bt,2022,538,MJ Ss,RJ Wn,168,8,125,169.0,8.0,123.0,10366,2124002.0:3612286.0:3890963.0:3681957.0:8044112.0:8210789.0:3200756.0:3245689.0:7184666.0:3200966.0:2170762.0,8182,4685568.0:3085473.0:82228.0:1837205.0:6249256.0:2450895.0:4460070.0:4012203.0:8055417.0:3312350.0:4575878.0,other_domestic,8182,8055417.0
9433577,Ne,Ne,Ne,runs,78.0,Ne,bat,Cy Gd Nn,Northampton,2023-06-18,day match,Vy Bt,2023,1637,JD Sy,Js Mk,177,5,128,99.0,10.0,91.0,8917,4873700.0:8040164.0:2157770.0:6640178.0:4645304.0:2858904.0:3216569.0:3648203.0:3636821.0:2082387.0:8040136.0,8987,4003390.0:1749075.0:1626526.0:4172447.0:130437.0:125915.0:5516720.0:7507303.0:6019306.0:4420828.0:2904943.0,other_domestic,8917,
9457391,Ka Ts,Da Ds,Da Ds,wickets,6.0,Da Ds,field,Se Ba Nl Sm Mr,Dhaka,2023-01-07,day/night match,Bh Pr Le,2022/23,14188,Gi Sl,Md Ai Kn,113,8,122,117.0,5.0,121.0,42573,393371.0:1594347.0:3849663.0:7960847.0:4403426.0:4403503.0:2614779.0:4731628.0:305143.0:2436776.0:2436356.0,40452,2133158.0:1815883.0:3056752.0:1884672.0:2104339.0:4980926.0:1890958.0:1885337.0:393889.0:3769555.0:3580737.0,other_domestic,40452,2104339.0
9128489,Ci Sr Ks,Rl Cs Be,Ci Sr Ks,runs,23.0,Rl Cs Be,field,Dr DY Pl Ss Ay Mi,Mumbai,2022-04-12,night match,In Pr Le,2022,16540,Nn Mn,N Pt,216,4,127,193.0,9.0,129.0,30414,7422673.0:249087.0:62432.0:5001170.0:1642738.0:196580.0:232000.0:360086.0:2022957.0:7968225.0:7879829.0,30393,313809.0:7861524.0:1776627.0:2275195.0:8117990.0:7586970.0:210328.0:5490666.0:8238726.0:6586824.0:2018001.0,In Pr Le,30414,5001170.0
9388476,Cy,Nn Ds,Cy,runs,48.0,Nn Ds,field,Hy Ol Ch,Christchurch,2023-01-13,night match,Sr Sh,2022/23,664,JM Dy,Km Cn,154,9,128,106.0,10.0,110.0,17653,2659243.0:4381747.0:4381705.0:3682160.0:3834361.0:8414699.0:8706179.0:1495731.0:7907661.0:7871310.0:8482788.0,17982,7907451.0:4381761.0:1945411.0:3913426.0:4949790.0:3834305.0:3776849.0:8354849.0:7543647.0:6718340.0:3566240.0,other_domestic,17653,
9457615,Cm Cs,Ca Vs,Ca Vs,wickets,6.0,Cm Cs,bat,Se Ba Nl Sm Mr,Dhaka,2023-02-04,day/night match,Bh Pr Le,2022/23,14188,Gi Sl,RR Wi,156,7,121,157.0,4.0,123.0,40424,1597483.0:7864009.0:9307906.0:6551978.0:2820957.0:4171460.0:393182.0:5736100.0:7084972.0:6149268.0:4403468.0,40298,2203214.0:2263736.0:1965151.0:2331475.0:3850944.0:5771800.0:6965272.0:6528668.0:2316327.0:4769148.0:5141226.0,other_domestic,40298,2263736.0
9331167,Aa,Gt,Gt,wickets,5.0,Gt,field,Hr Ct Sm Ie,Indore,2022-10-20,day match,Sd Mq Ai Ty,2022/23,7398,A Bi,Sh De,129,9,123,132.0,5.0,111.0,11157,5444214.0:5607146.0:3706065.0:3164321.0:4497730.0:8118018.0:6692258.0:7342054.0:6692244.0:5966232.0:7922298.0:2223983.0,12473,7921003.0:2380447.0:8370445.0:9011596.0:7491406.0:3473546.0:8410653.0:230775.0:3696398.0:5150928.0:7953504.0:5557418.0,other_domestic,12473,
9094329,Mr Os,Sn Be,Mr Os,runs,68.0,Sn Be,field,Te Re Bl Sn,Southampton,2022-08-18,night match,Te Hd Ms Cn,2022,8301,MJ Ss,RJ By,188,3,104,120.0,10.0,88.0,46766,2162782.0:4685568.0:325814.0:1934099.0:4171859.0:1798705.0:6364588.0:8055417.0:2790675.0:4575878.0:8018751.0,46738,2654014.0:2076192.0:2275097.0:3612286.0:6249256.0:4504044.0:2020332.0:3162487.0:3245689.0:6646940.0:1929619.0,other_domestic,46766,1934099.0
9262140,To Kt Rs,Ga An Ws,To Kt Rs,runs,26.0,Ga An Ws,field,Qs Pk Ol Pt of Sn Td,Port of Spain,2022-09-14,night match,Cn Pr Le,2022,1469,LS Rr,N Dd,150,8,125,124.0,10.0,112.0,36126,7637559.0:4230127.0:1626526.0:4381761.0:1934099.0:1613919.0:1613926.0:3715697.0:370397.0:3513362.0:8395141.0,36084,2124002.0:3715690.0:319948.0:3057312.0:4690188.0:4739580.0:4739552.0:5744850.0:9266102.0:284339.0:2654028.0,other_domestic,36126,1613919.0
9331356,Pb,Ka,Pb,runs,9.0,Ka,field,En Gs Ka,Kolkata,2022-11-01,day match,Sd Mq Ai Ty,2022/23,2057,A Nd Ke,GR Sv Ir,225,4,122,216.0,6.0,123.0,14454,7491294.0:7491224.0:8127181.0:5958840.0:7925546.0:2789555.0:7556303.0:7570107.0:8180500.0:2282132.0:3691057.0:8463895.0,13474,2789079.0:9293983.0:8086784.0:8384039.0:2034423.0:5452754.0:7401806.0:2970652.0:3693654.0:8086847.0:3341358.0:5444718.0,other_domestic,14454,
9684233,Pb,Aa,Pb,runs,105.0,Pb,bat,JA Il Sm Cx Ri,Ranchi,2023-10-17,day match,Sd Mq Ai Ty,2023/24,18038,P Jl,UV Ge,275,6,128,170.0,7.0,126.0,14454,7491294.0:8127181.0:9009237.0:5958840.0:7556303.0:7925546.0:2789555.0:8180500.0:7881845.0:7570107.0:2282132.0:9009251.0,11157,5607146.0:3706065.0:3164321.0:9047492.0:4497730.0:9047709.0:8725023.0:9047702.0:7922298.0:2223983.0:7851066.0:4757136.0,other_domestic,14454,
9085488,He,St,He,runs,37.0,He,bat,En Bm,Birmingham,2022-07-16,day/night match,Vy Bt,2022,1161,GD Ld,NA Mr,190,6,125,153.0,10.0,120.0,7727,4223883.0:2076192.0:8271913.0:5241564.0:2020332.0:3162487.0:1482998.0:5788418.0:2173688.0:4626236.0:5652758.0,9701,7694581.0:6139370.0:2231928.0:3239102.0:6320362.0:2535420.0:5288226.0:334963.0:7664943.0:74367.0:55299.0,other_domestic,7727,8271913.0
9085096,St,Ge,St,runs,7.0,Ge,field,Te Cr As Cy Gd Tn,Taunton,2022-06-17,day/night match,Vy Bt,2022,1042,BV Tr,PR Pd,184,6,127,177.0,8.0,122.0,9701,7694581.0:6139370.0:2231928.0:3239102.0:6320362.0:2535420.0:5288226.0:334963.0:7664943.0:55299.0:74367.0,7608,3220566.0:5229230.0:2082499.0:5764576.0:4005406.0:2083227.0:1482249.0:6060844.0:2036649.0:3578742.0:1707628.0,other_domestic,9701,
9681531,Id,Aa,Id,runs,128.0,Aa,field,Ge Ct Cb Gd Rn Pe Eh,Edinburgh,2023-07-23,day match,Id tr of Sd,2023,1672,DH Mn,M Jn,226,4,128,98.0,10.0,115.0,216,3280024.0:2124002.0:6496412.0:6729862.0:7787758.0:2436251.0:4171460.0:3685100.0:2436426.0:6496482.0:6496426.0,300,8895725.0:4556222.0:8096451.0:3284497.0:7326220.0:7712494.0:8392131.0:9227455.0:8392152.0:8846074.0:8392110.0,international,216,
9657080,Ka,Ua,Ua,wickets,5.0,Ka,bat,Ga Cb Gd Ni,Nairobi,2023-06-18,day match,Ua tr of Ka,2023,4913,D Oo,IO Oo,117,8,121,120.0,5.0,118.0,195,3313659.0:173277.0:7753696.0:2158939.0:1872198.0:7753605.0:2159618.0:3081147.0:7753682.0:8246573.0:9324580.0,251,3719197.0:9663968.0:6496776.0:7906968.0:5120674.0:8246419.0:1634709.0:2943443.0:8964843.0:7753549.0:8246440.0,international,251,3719197.0
9849755,Ua,Ka,Ua,runs,33.0,Ua,bat,Ws Ct Gd Wk,Windhoek,2023-11-29,day match,Ua tr of Na,2023/24,11878,F Ma,Ke Ou,162,5,127,129.0,10.0,120.0,251,3719197.0:8059372.0:1634709.0:7906968.0:8246440.0:5120674.0:6496776.0:8964843.0:2943457.0:8059379.0:182986.0,195,1872198.0:173277.0:3313659.0:2436125.0:9395175.0:7753605.0:2159618.0:2158939.0:3081147.0:3330725.0:8246573.0,international,251,3719197.0
9830750,Na,Ze,Ze,wickets,5.0,Ze,field,Ws Ct Gd Wk,Windhoek,2023-10-25,day match,Ze tr of Na,2023/24,11878,Cs Sr,E Ln,198,3,122,200.0,5.0,127.0,209,5836452.0:4170543.0:3633503.0:3876760.0:4176661.0:3377359.0:3793950.0:7500324.0:2311574.0:7488753.0:3668538.0,76,4873028.0:3257302.0:387897.0:2097017.0:3471761.0:6572726.0:7321194.0:3788581.0:4709438.0:4175205.0:2979486.0,international,76,2097017.0
9250303,Ud Ss of Aa,Se,Ud Ss of Aa,runs,132.0,Se,field,Bo Ac Cb,Bulawayo,2022-07-12,day match,Ud Ss of Aa tr of Ze,2022,3226,F Ma,L Re,201,6,125,69.0,10.0,93.0,90,2436944.0:8117500.0:6703528.0:3010748.0:1613870.0:2721480.0:8934764.0:1632819.0:2789604.0:6676564.0:1565507.0,174,5425118.0:7692334.0:7342362.0:8096829.0:4053776.0:6816606.0:7342250.0:8366728.0:5425146.0:3878489.0:9253950.0,international,90,2789604.0
9085180,Ne,Le,Le,wickets,6.0,Le,field,Sy Pk Bl,Blackpool,2022-06-19,day match,Vy Bt,2022,1658,NB Ck,Tm Ly,179,7,126,181.0,4.0,116.0,8987,4003390.0:1749075.0:3651472.0:130437.0:5516720.0:34061.0:125915.0:6019306.0:4420828.0:2083157.0:2295642.0,8182,3085473.0:5229482.0:82228.0:1837205.0:6249256.0:2450895.0:4460070.0:8055417.0:3312364.0:3312350.0:4575878.0,other_domestic,8182,
9150140,An,Id,An,runs,22.0,Id,field,Cl Se Ct Cb St Bt,Belfast,2022-08-12,day match,An tr of Id,2022,9876,M He,R Bk,189,5,128,167.0,9.0,126.0,293,5554212.0:6818622.0:6450576.0:3668356.0:181404.0:5554254.0:5736016.0:4980926.0:5554142.0:6818776.0:6819238.0,216,2124002.0:2123974.0:6496412.0:6729862.0:4171460.0:7695666.0:2436251.0:3685100.0:7694588.0:2654021.0:6496482.0,international,293,6818622.0
8797053,Ed,Wt Is,Wt Is,wickets,9.0,Wt Is,field,Kn Ol Bn Bs,Bridgetown,2022-01-22,day/night match,Ed tr of Wt Is,2021/22,1406,GO Be,JS Wn,103,10,121,104.0,1.0,103.0,20,2089079.0:6139370.0:2076192.0:62432.0:172199.0:2083409.0:1482998.0:2022957.0:1711492.0:4507208.0:3214812.0,41,4690258.0:4069666.0:4230127.0:1942317.0:1613926.0:2740408.0:4690104.0:4739552.0:5744850.0:3715697.0:3468870.0,international,41,2740408.0
9433780,Ex,Mx,Mx,wickets,2.0,Mx,field,Cy Gd Cd,Chelmsford,2023-06-30,day/night match,Vy Bt,2023,2239,Cs Ws,Hn An,225,6,128,226.0,8.0,121.0,7258,3200973.0:6065548.0:5406064.0:4489974.0:6364588.0:5436878.0:5788320.0:3030733.0:4873014.0:6258734.0:5404440.0,8700,4421689.0:7752989.0:4005406.0:4489722.0:150093.0:7671166.0:7672874.0:7806378.0:4489708.0:3590362.0:6217350.0,other_domestic,8700,
9725750,Aa,Ia,Ia,wickets,2.0,Ia,field,Dr YS Ra Ry AA VA Ct Sm Vm,Visakhapatnam,2023-11-23,night match,Aa tr of Ia,2023/24,13285,Nn Mn,R Pt,208,3,125,209.0,8.0,132.0,27,1870357.0:4239038.0:4635658.0:2275097.0:6249256.0:7869994.0:1611364.0:2790675.0:5788418.0:1907352.0:8193310.0,55,8058959.0:7422673.0:5043310.0:3125562.0:8191868.0:5061748.0:3882850.0:8228100.0:7881845.0:6487970.0:6420126.0,international,55,3125562.0
9388427,Cy,Wn,Wn,wickets,8.0,Cy,bat,Hy Ol Ch,Christchurch,2023-01-01,day match,Sr Sh,2022/23,664,BF Bn,Ee Sn,132,8,132,133.0,2.0,74.0,17653,2659243.0:9141054.0:4381705.0:3682160.0:3834361.0:8706179.0:6739830.0:1495731.0:7871303.0:8482788.0:3834319.0,18570,6718326.0:3913447.0:6718382.0:8187878.0:6718410.0:9036516.0:7907486.0:3083667.0:4950294.0:4195708.0:4950266.0,other_domestic,18570,
9051111,Le Qs,Qa Gs,Qa Gs,wickets,7.0,Qa Gs,field,Nl Sm Ki,Karachi,2022-02-07,night match,Pn Sr Le,2021/22,3422,MA Gh,Sb Ra,204,5,123,207.0,3.0,120.0,40606,3585350.0:6460600.0:4365465.0:290051.0:4685568.0:6381962.0:1547993.0:5554254.0:7507303.0:8131255.0:8907338.0,40592,2089079.0:2437035.0:2076192.0:3364234.0:2437049.0:1594333.0:298486.0:1893401.0:4012203.0:8106629.0:6572572.0,other_domestic,40592,2089079.0
9407628,MI Ce Tn,Ds Sr Gs,Ds Sr Gs,wickets,5.0,Ds Sr Gs,field,Ns Ce Tn,Cape Town,2023-01-13,day/night match,S0,2022/23,1231,BM We,S Ge,152,8,124,154.0,5.0,102.0,48733,7494668.0:4239640.0:4898074.0:2364543.0:4640824.0:3373138.0:4171691.0:5554254.0:4175107.0:3200966.0:4688998.0,48936,2436405.0:2654014.0:4887336.0:3057312.0:2740408.0:2294823.0:4739580.0:3231437.0:1874081.0:2625895.0:3062079.0,other_domestic,48936,2436405.0
9150154,An,Id,Id,wickets,7.0,Id,field,Cl Se Ct Cb St Bt,Belfast,2022-08-17,day match,An tr of Id,2022,9876,Jh My,R Bk,95,5,94,56.0,3.0,40.0,293,5554212.0:6818622.0:6450576.0:4980926.0:3668356.0:181404.0:5736016.0:5554254.0:5554142.0:6818776.0:3976965.0,216,2124002.0:2123974.0:6496412.0:6729862.0:2436251.0:4171460.0:7695666.0:3685100.0:7036812.0:2436426.0:6496482.0,international,216,3685100.0
9128664,Rn Rs,Ka Kt Rs,Ka Kt Rs,wickets,7.0,Ka Kt Rs,field,We Sm Mi,Mumbai,2022-05-02,night match,In Pr Le,2022,5004,J Ml,N Pt,152,5,127,158.0,3.0,124.0,30428,2162782.0:7833195.0:2981614.0:2789086.0:7556051.0:4690188.0:184960.0:1945397.0:6420126.0:3011735.0:8145878.0,30400,3339496.0:37351.0:4497646.0:4231702.0:5061748.0:7558886.0:1934099.0:1613919.0:2632825.0:1626561.0:7558949.0,In Pr Le,30400,5061748.0
9085439,Dm,De,De,wickets,5.0,De,field,Cy Gd Dy,Derby,2022-07-03,day match,Vy Bt,2022,769,ID Bl,PJ Hy,193,5,124,194.0,5.0,119.0,6838,7651650.0:2173646.0:6257698.0:3501889.0:8298723.0:4174932.0:2100524.0:3622807.0:3218340.0:3216569.0:5231218.0,6698,1637320.0:2433640.0:325814.0:4170186.0:3901078.0:6718788.0:2872225.0:3991700.0:4613580.0:8056705.0:6005866.0,other_domestic,6698,
9087021,Ud Ab Es,Na,Ud Ab Es,runs,7.0,Ud Ab Es,bat,GA Sm Sh Gg Va,Geelong,2022-10-20,night match,Ud Ab Es tr of Aa,2022/23,3961,RK Ih,RA Kh,148,3,125,141.0,8.0,126.0,202,8688952.0:8250115.0:3323333.0:8127279.0:8463783.0:8688868.0:7882027.0:7412922.0:1718443.0:8426291.0:2691688.0,209,5836452.0:3065502.0:7500324.0:3633503.0:3377359.0:3876760.0:1547993.0:4176661.0:4888232.0:2311574.0:7488753.0,international,202,
9076899,Fe Bl,Ka Ts,Fe Bl,runs,6.0,Fe Bl,bat,Zr Ad Cy Sm Cm,Chattogram,2022-01-31,night match,Bh Pr Le,2021/22,13530,Mr Rn,RJ Ra,145,10,117,139.0,6.0,121.0,47529,360086.0:363173.0:6930230.0:393014.0:4403419.0:2875368.0:393182.0:2804122.0:6818776.0:6149268.0:6529354.0,42573,363047.0:3056752.0:2104332.0:392216.0:1634611.0:4403426.0:1881193.0:5831622.0:391271.0:2630081.0:6493346.0,other_domestic,47529,393014.0
9433199,Ye,Le,Ye,runs,15.0,Le,field,Hy Ls,Leeds,2023-06-01,night match,Vy Bt,2023,1266,PJ Hy,SJ Oy,195,6,125,180.0,8.0,125.0,10618,1762060.0:1655436.0:8845899.0:8050160.0:1637320.0:5367676.0:1547993.0:7651657.0:3620742.0:4527942.0:8070915.0,8182,4685568.0:2162782.0:82228.0:2450895.0:2672214.0:2827327.0:387778.0:8055417.0:4012203.0:3312364.0:4575878.0,other_domestic,10618,1655436.0
9344292,Wn Pe,Ks,Ks,wickets,9.0,Wn Pe,bat,Ss Pk Pm,Potchefstroom,2022-10-20,day match,CA T0 Ce,2022/23,9582,AM So,MN Gu,116,10,115,119.0,1.0,83.0,23869,4165041.0:7500506.0:4880294.0:6625184.0:6640164.0:3373138.0:9361484.0:3851770.0:2295642.0:4159658.0:4239493.0,22784,2667223.0:4160316.0:4167673.0:1937914.0:3496933.0:1863889.0:6639828.0:4172083.0:4239794.0:4817014.0:3801300.0,other_domestic,22784,
9433745,Ne,Le,Ne,runs,92.0,Le,field,Ge Rd Lr,Leicester,2023-06-23,day/night match,Vy Bt,2023,1378,Hn An,Rb We,210,7,129,118.0,10.0,104.0,8917,4873700.0:8040164.0:2286472.0:4645304.0:3216569.0:2157770.0:6640178.0:3648203.0:3636821.0:2082387.0:8040136.0,8301,2340372.0:8845850.0:6003584.0:2658431.0:4887336.0:4873028.0:6176246.0:6342384.0:7161426.0:5528116.0:3673914.0,other_domestic,8917,
9084984,Ge,St,St,wickets,3.0,St,field,Cy Gd Bl,Bristol,2022-06-09,day/night match,Vy Bt,2022,1245,NA Mr,PK Bn,101,5,64,114.0,7.0,57.0,7608,3220566.0:5229230.0:2082499.0:5764576.0:2083227.0:1482249.0:4005406.0:1707628.0:2538983.0:6060844.0:3973528.0,9701,7694581.0:6139370.0:2231928.0:3239102.0:6320362.0:2535420.0:5288226.0:334963.0:2850868.0:7664943.0:55299.0,other_domestic,9701,
9713206,Ia,Sh Aa,Ia,runs,106.0,Sh Aa,field,Te Ws Sm Jg,Johannesburg,2023-12-14,day/night match,Ia tr of Sh Aa,2023/24,3569,A Pr,BP Je,201,7,125,95.0,10.0,84.0,55,8058959.0:7491224.0:8191868.0:3125562.0:5061748.0:5053082.0:1642738.0:7881845.0:6586824.0:3914658.0:6487970.0,34,1884973.0:4166882.0:4203499.0:3057312.0:2252452.0:4888218.0:3782225.0:1874081.0:6799456.0:2659222.0:2654028.0,international,55,3125562.0
9433675,Ne,We,We,wickets,5.0,We,field,Cy Gd Nw Rd Wr,Worcester,2023-06-22,day/night match,Vy Bt,2023,1525,Hn An,PK Bn,139,8,123,140.0,5.0,116.0,8987,4003390.0:1749075.0:7328110.0:4172447.0:4425217.0:5516720.0:7507303.0:125915.0:6019306.0:4420828.0:2904943.0,10576,3298427.0:7773338.0:3519011.0:3681957.0:7671313.0:2922611.0:5320118.0:4533682.0:5361166.0:7661996.0:6240632.0,other_domestic,10576,
9484712,Le Qs,Mn Ss,Le Qs,runs,1.0,Le Qs,bat,Gi Sm Le,Lahore,2023-03-18,night match,Pn Sr Le,2022/23,3828,AG Wf,Rd Rz,200,6,128,199.0,8.0,124.0,40606,9320597.0:3585350.0:6460600.0:2083409.0:7511790.0:2097017.0:7507303.0:1547993.0:5554254.0:8131255.0:8907338.0,44904,7864009.0:2263736.0:2231928.0:1613926.0:6249256.0:5017144.0:1627450.0:4533682.0:8109779.0:3468870.0:8986193.0,other_domestic,40606,7507303.0
9085495,He,Le,He,runs,1.0,He,bat,En Bm,Birmingham,2022-07-16,night match,Vy Bt,2022,1161,DJ Ms,GD Ld,152,8,123,151.0,8.0,125.0,7727,2076192.0:4223883.0:8271913.0:5241564.0:1482998.0:2020332.0:3162487.0:5788418.0:2173688.0:4626236.0:5652758.0,8182,4685568.0:3085473.0:82228.0:1837205.0:2450895.0:6249256.0:4460070.0:4012203.0:8055417.0:3312350.0:4575878.0,other_domestic,7727,4223883.0
9097108,Id,Ud Ab Es,Ud Ab Es,wickets,7.0,Id,bat,Al At Ct Gd On Ct My Tf 1,Al Amarat,2022-02-24,day match,Ud Ab Es tr of On,2021/22,23736,AT Hk,Rl Ar,159,10,122,160.0,3.0,115.0,216,2124002.0:2123974.0:7695666.0:6729862.0:6496412.0:2921680.0:7036812.0:2124569.0:3685100.0:2436426.0:6496482.0,202,8688952.0:3743151.0:8250115.0:2154669.0:8463783.0:8375513.0:1604588.0:2691688.0:1718443.0:7412922.0:8426291.0,international,202,
9516660,Ka Kt Rs,Ss Hd,Ka Kt Rs,runs,5.0,Ka Kt Rs,bat,Rv Gi Il Sm Ul Hd,Hyderabad,2023-05-04,night match,In Pr Le,2023,13880,KN An,MA Gh,171,9,127,166.0,8.0,127.0,30400,2089079.0:6818622.0:5959834.0:4231702.0:5061748.0:1934099.0:1613919.0:3326980.0:7558886.0:9188528.0:8465057.0:7758638.0,36014,7491294.0:2789079.0:3127354.0:4203499.0:6381962.0:3057312.0:8228408.0:4874820.0:2282125.0:7570107.0:7860439.0:5618038.0,In Pr Le,30400,7758638.0
8938355,Ed,Ia,Ed,runs,17.0,Ed,bat,Tt Be Nm,Nottingham,2022-07-10,day match,Ia tr of Ed,2022,251,AG Wf,MJ Ss,215,7,127,198.0,9.0,128.0,20,2089079.0:2162782.0:1655436.0:4685568.0:2827327.0:62432.0:6381962.0:2022957.0:2157770.0:3312350.0:3231437.0,55,238727.0:6521080.0:1776627.0:3125562.0:4497646.0:210328.0:1642738.0:2733380.0:4859490.0:8228100.0:8725709.0,international,20,3231437.0
9087217,Aa,An,Aa,runs,4.0,An,field,Ae Ol,Adelaide,2022-11-04,night match,An tr of Aa,2022/23,930,Am Dr,L Re,168,8,121,164.0,7.0,123.0,27,1539236.0:7537004.0:1907163.0:1870357.0:2275097.0:2275195.0:1611364.0:3429236.0:1905847.0:2656541.0:2018001.0,293,6818622.0:4980926.0:6450576.0:2464349.0:181404.0:3668356.0:5736100.0:5554254.0:5554142.0:6818776.0:6819238.0,international,27,2275195.0
9256393,Nw Zd,Pn,Pn,wickets,5.0,Pn,field,Hy Ol Ch,Christchurch,2022-10-14,day match,Pn tr of Nw Zd,2022/23,664,AG Wf,SB Hg,163,7,121,168.0,5.0,120.0,48,6718326.0:2653993.0:1945355.0:5764576.0:3069954.0:2486896.0:2288789.0:3913475.0:1626561.0:1945397.0:5984376.0,62,2263736.0:2437021.0:1637320.0:2437049.0:8180570.0:3459623.0:3364234.0:6460614.0:8298779.0:8106629.0:8131255.0,international,62,
9299345,Ka,Nl,Nl,wickets,4.0,Ka,bat,Ga Cb Gd Ni,Nairobi,2022-08-28,day match,Nl tr of Ka,2022,4913,IO Oo,R Do,156,2,120,160.0,6.0,117.0,195,7753696.0:173277.0:2436125.0:1872198.0:7753605.0:3330725.0:8246573.0:4038873.0:2159618.0:3081147.0:1670297.0,237,7507408.0:8737329.0:1633813.0:5562962.0:7507429.0:8487380.0:4908532.0:5604738.0:7634192.0:6722540.0:4908518.0,international,237,1633813.0
9085131,Ye,De,De,wickets,6.0,De,field,Qs Pk Cd,Chesterfield,2022-06-18,day match,Vy Bt,2022,1511,RA Kh,Rb We,175,10,122,105.0,4.0,61.0,10618,1762060.0:6718326.0:3294444.0:6381962.0:6460614.0:6095508.0:5367676.0:5361166.0:8050160.0:4527942.0:8027396.0,6698,1637320.0:2433640.0:325814.0:4170186.0:6718788.0:3991700.0:2872225.0:8146998.0:4613580.0:7288490.0:6005866.0,other_domestic,6698,
9087084,Si La,Aa,Aa,wickets,7.0,Aa,field,Ph Sm,Perth,2022-10-25,night match,Si La tr of Aa,2022/23,23841,M Es,RK Ih,157,6,128,158.0,3.0,104.0,69,7200598.0:4403531.0:3260564.0:5490582.0:2398346.0:3061225.0:5490666.0:4365878.0:7968225.0:5490638.0:4403573.0,27,1539236.0:37351.0:1907163.0:2275195.0:2275097.0:6249256.0:1611364.0:3535853.0:2181157.0:3429236.0:2018001.0,international,27,2275097.0
9262021,Ja Ts,St Ks ad Ns Ps,Ja Ts,runs,47.0,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,2022-08-31,night match,Cn Pr Le,2022,4045,GO Be,PA Gd,183,2,132,136.0,8.0,125.0,36098,4690258.0:3761246.0:5742470.0:4690104.0:5744780.0:1613898.0:1594319.0:5509524.0:2036649.0:4239794.0:3023383.0,38814,363047.0:3023320.0:7494668.0:1942317.0:6401800.0:360086.0:2294823.0:4171691.0:9061135.0:6706062.0:4019259.0,other_domestic,36098,4690258.0
9377248,Wt Is,Sh Aa,Sh Aa,wickets,6.0,Sh Aa,field,St Pk Cn,Centurion,2023-03-26,day match,Wt Is tr of Sh Aa,2022/23,6327,AT Hk,A Pr,258,5,124,259.0,4.0,124.0,41,4690258.0:2436405.0:2331475.0:4230127.0:5742470.0:4739552.0:5744850.0:3150720.0:2740408.0:3715697.0:3468870.0,34,2654014.0:1884973.0:2231928.0:2252452.0:4203499.0:3057312.0:4874820.0:1858961.0:2658445.0:3851518.0:2654028.0,international,34,2654014.0
